transaction_id,user_id,product_id,purchase_date,quantity,amount,discount_amount,payment_method,order_status
T12378,U04234,P0036,2024-07-28 10:54:59,3,17640.0,7560.0,Card,Success
T12379,U08344,P0006,2024-02-18 09:39:09,2,7020.0,780.0,Card,Failed
T12380,U05385,P0077,2024-12-26 19:54:36,1,400.0,100.0,Card,Success
T12381,U08713,P0028,2024-02-19 09:35:56,1,3800.0,0.0,Wallet,Success
T12382,U06745,P0071,2024-07-04 12:46:55,1,600.0,200.0,UPI,Success
T12383,U09798,P0010,2024-03-07 18:06:08,1,950.0,50.0,UPI,Refunded
T12384,U08769,P0196,2024-03-13 12:13:04,1,2025.0,675.0,NetBanking,Success
T12385,U00841,P0084,2024-11-06 12:48:29,2,1620.0,180.0,UPI,Success
T12386,U09146,P0186,2024-06-12 14:19:22,1,3100.0,0.0,UPI,Refunded
T12387,U03058,P0148,2024-01-04 16:00:07,1,4700.0,0.0,Card,Success
T12388,U00926,P0044,2024-12-05 14:27:26,1,1920.0,480.0,Wallet,Success
T12389,U01167,P0151,2024-04-13 22:28:36,1,2175.0,725.0,UPI,Success
T12390,U07955,P0115,2024-08-10 18:21:16,1,800.0,0.0,Card,Refunded
T12391,U05778,P0173,2023-12-10 14:06:33,1,2890.0,510.0,Card,Success
T12392,U05555,P0084,2024-07-30 14:51:39,1,900.0,0.0,UPI,Success
T12393,U01690,P0168,2024-09-12 10:47:29,3,1275.0,225.0,Wallet,Success
T12394,U09295,P0020,2024-12-25 13:45:24,3,14100.0,0.0,Card,Success
T12395,U03246,P0120,2024-06-16 23:41:10,2,1330.0,70.0,UPI,Failed
T12396,U08046,P0147,2024-11-19 12:07:36,1,1140.0,60.0,UPI,Success
T12397,U06206,P0022,2024-11-20 21:11:32,1,8190.0,910.0,Wallet,Failed
T12398,U04689,P0022,2024-11-13 12:07:01,1,9100.0,0.0,UPI,Success
T12399,U07194,P0197,2024-11-24 07:11:27,1,4930.0,870.0,Wallet,Success
T12400,U06386,P0046,2024-07-09 13:28:36,3,10575.0,3525.0,UPI,Success
T12401,U04420,P0011,2024-06-01 10:34:10,1,5035.0,265.0,UPI,Success
T12402,U09134,P0011,2024-11-11 22:38:18,1,5035.0,265.0,NetBanking,Success
T12403,U00977,P0085,2024-12-09 19:28:09,1,855.0,45.0,NetBanking,Success
T12404,U05150,P0149,2024-03-31 13:01:30,1,4900.0,0.0,Card,Success
T12405,U06518,P0046,2024-06-27 12:20:43,1,3290.0,1410.0,NetBanking,Success
T12406,U02697,P0174,2024-07-31 21:39:13,2,7600.0,400.0,Wallet,Success
T12407,U08520,P0010,2024-05-10 11:22:54,1,900.0,100.0,UPI,Success
T12408,U07767,P0084,2024-03-13 10:18:49,1,765.0,135.0,Wallet,Success
T12409,U02697,P0006,2024-08-24 13:16:28,1,3705.0,195.0,Wallet,Success
T12410,U07468,P0116,2024-07-09 11:29:25,2,3040.0,160.0,UPI,Success
T12411,U05230,P0083,2024-07-02 17:37:50,2,1440.0,160.0,UPI,Success
T12412,U03122,P0147,2024-04-08 20:15:14,3,2880.0,720.0,UPI,Success
T12413,U07986,P0178,2023-05-19 12:04:15,2,6650.0,350.0,Card,Success
T12414,U07449,P0124,2023-01-22 21:03:57,1,595.0,105.0,UPI,Success
T12415,U00937,P0168,2024-05-13 21:14:29,1,475.0,25.0,Card,Success
T12416,U05165,P0077,2024-12-04 15:46:31,1,475.0,25.0,UPI,Success
T12417,U02153,P0107,2024-11-12 07:15:06,1,540.0,60.0,Card,Success
T12418,U08903,P0094,2024-07-04 17:16:42,1,270.0,30.0,UPI,Success
T12419,U07104,P0023,2024-12-25 15:23:15,2,11000.0,0.0,UPI,Refunded
T12420,U00795,P0104,2023-10-27 18:19:50,1,1500.0,500.0,UPI,Success
T12421,U01613,P0003,2023-10-20 14:53:30,2,4600.0,0.0,UPI,Success
T12422,U01913,P0116,2024-02-03 00:23:37,1,1360.0,240.0,UPI,Success
T12423,U03996,P0048,2023-12-03 15:56:43,1,2880.0,320.0,UPI,Success
T12424,U05019,P0026,2023-06-25 17:43:39,1,3895.0,205.0,Card,Success
T12425,U05099,P0156,2024-09-20 20:42:34,1,3400.0,0.0,Card,Success
T12426,U01478,P0030,2023-07-23 23:04:40,1,5000.0,0.0,Card,Success
T12427,U05747,P0160,2023-07-26 06:31:05,1,2340.0,260.0,Card,Success
T12428,U01049,P0151,2024-09-28 08:16:57,1,2755.0,145.0,Card,Success
T12429,U02032,P0008,2024-01-18 11:58:24,3,26730.0,2970.0,Card,Success
T12430,U04288,P0112,2023-08-25 15:45:28,1,400.0,0.0,UPI,Success
T12431,U03530,P0053,2024-06-15 21:35:58,1,200.0,0.0,NetBanking,Success
T12432,U02545,P0018,2024-09-24 07:48:23,1,5320.0,280.0,NetBanking,Success
T12433,U00075,P0010,2024-10-02 16:55:53,2,2000.0,0.0,Card,Success
T12434,U08924,P0020,2024-12-11 21:14:34,1,4700.0,0.0,Card,Success
T12435,U09292,P0069,2023-11-16 12:01:27,2,1440.0,360.0,UPI,Success
T12436,U07242,P0139,2023-02-16 14:55:54,1,1300.0,0.0,Wallet,Success
T12437,U03170,P0049,2024-06-21 16:57:46,3,22950.0,4050.0,Wallet,Success
T12438,U01515,P0133,2024-03-20 09:54:04,1,425.0,75.0,Card,Success
T12439,U02400,P0043,2023-12-26 13:48:21,1,7200.0,800.0,NetBanking,Success
T12440,U05516,P0103,2023-10-26 21:35:22,1,1190.0,210.0,UPI,Refunded
T12441,U07356,P0092,2024-09-12 11:00:01,1,800.0,0.0,UPI,Success
T12442,U09901,P0095,2024-09-01 00:47:14,1,490.0,210.0,Wallet,Success
T12443,U00613,P0004,2023-11-03 08:45:35,3,16590.0,7110.0,Card,Success
T12444,U00853,P0127,2024-08-08 18:15:06,1,900.0,100.0,UPI,Success
T12445,U04473,P0189,2024-08-01 21:48:52,1,3360.0,840.0,Wallet,Success
T12446,U06463,P0190,2024-12-20 16:33:25,2,7380.0,820.0,UPI,Failed
T12447,U04971,P0144,2024-10-30 13:43:00,1,4700.0,0.0,UPI,Success
T12448,U01193,P0109,2024-08-02 17:26:06,1,1200.0,0.0,UPI,Success
T12449,U09980,P0135,2024-06-09 08:27:11,1,1900.0,100.0,UPI,Success
T12450,U03928,P0027,2024-05-04 13:03:18,1,4180.0,220.0,NetBanking,Success
T12451,U02964,P0109,2024-09-09 16:53:38,1,1140.0,60.0,Wallet,Success
T12452,U08613,P0198,2024-06-09 07:23:11,1,1500.0,0.0,NetBanking,Success
T12453,U04335,P0160,2024-11-07 16:55:24,1,2470.0,130.0,Card,Success
T12454,U06352,P0190,2024-09-08 08:19:10,1,3895.0,205.0,Card,Success
T12455,U08993,P0115,2024-07-30 09:08:36,1,760.0,40.0,NetBanking,Success
T12456,U08046,P0154,2024-07-25 09:15:46,1,2280.0,120.0,Card,Success
T12457,U09649,P0187,2024-08-04 07:17:57,2,6200.0,0.0,UPI,Success
T12458,U00248,P0041,2024-03-25 13:29:28,3,5130.0,270.0,UPI,Success
T12459,U06863,P0030,2024-04-25 17:57:13,1,5000.0,0.0,Card,Success
T12460,U06661,P0078,2022-08-01 07:27:04,3,855.0,45.0,UPI,Success
T12461,U04305,P0169,2024-11-01 14:26:46,1,1615.0,285.0,UPI,Success
T12462,U01327,P0104,2024-11-24 07:08:36,1,1800.0,200.0,Wallet,Success
T12463,U09889,P0092,2024-04-07 00:37:06,1,760.0,40.0,Wallet,Success
T12464,U02541,P0024,2024-08-25 08:51:22,1,9900.0,0.0,UPI,Success
T12465,U09125,P0132,2023-10-13 11:43:46,3,2565.0,135.0,Card,Success
T12466,U05331,P0181,2024-03-03 08:20:25,1,2090.0,110.0,UPI,Success
T12467,U01095,P0069,2024-04-22 12:27:32,3,2565.0,135.0,Card,Success
T12468,U04360,P0087,2024-09-25 11:58:45,2,360.0,40.0,Card,Success
T12469,U06753,P0050,2024-12-29 08:42:11,1,6660.0,740.0,Card,Success
T12470,U02647,P0009,2024-06-16 18:30:25,1,5360.0,1340.0,Card,Success
T12471,U09331,P0059,2024-04-22 22:31:21,1,720.0,80.0,Wallet,Success
T12472,U02238,P0196,2023-12-02 23:28:11,1,2430.0,270.0,NetBanking,Success
T12473,U07265,P0108,2023-09-21 11:33:25,1,510.0,90.0,NetBanking,Success
T12474,U03853,P0082,2024-10-19 20:28:34,1,170.0,30.0,Wallet,Success
T12475,U08838,P0050,2024-10-21 21:14:08,1,6290.0,1110.0,Card,Success
T12476,U04423,P0040,2024-03-04 00:05:55,1,3000.0,0.0,Card,Success
T12477,U09556,P0024,2023-03-14 21:32:35,1,8415.0,1485.0,NetBanking,Success
T12478,U01768,P0077,2024-06-26 06:41:53,1,450.0,50.0,UPI,Success
T12479,U02836,P0045,2024-07-12 13:57:46,1,4180.0,220.0,Card,Success
T12480,U07361,P0095,2024-03-11 16:01:51,1,700.0,0.0,Card,Success
T12481,U07320,P0183,2024-04-04 11:59:13,1,2375.0,125.0,UPI,Success
T12482,U06018,P0053,2023-10-01 08:42:11,1,200.0,0.0,UPI,Failed
T12483,U02400,P0043,2023-12-26 12:54:21,1,5600.0,2400.0,Card,Success
T12484,U03389,P0195,2024-06-16 21:57:35,2,11900.0,5100.0,UPI,Success
T12485,U09574,P0165,2024-10-23 00:56:08,1,4275.0,225.0,UPI,Success
T12486,U08794,P0040,2024-08-19 17:47:22,1,3000.0,0.0,UPI,Refunded
T12487,U02285,P0112,2024-08-11 00:22:39,1,360.0,40.0,UPI,Success
T12488,U00104,P0015,2024-05-08 11:49:00,1,5780.0,1020.0,Card,Success
T12489,U06219,P0030,2024-05-28 16:19:59,1,4000.0,1000.0,Card,Success
T12490,U01888,P0153,2024-07-30 07:40:06,3,7200.0,1800.0,Wallet,Success
T12491,U05320,P0029,2024-03-31 09:57:27,1,1700.0,0.0,UPI,Success
T12492,U01145,P0020,2024-10-18 06:43:33,1,4700.0,0.0,UPI,Success
T12493,U09186,P0169,2024-07-28 13:05:27,1,1900.0,0.0,UPI,Success
T12494,U06836,P0066,2024-04-22 21:04:20,3,720.0,180.0,UPI,Success
T12495,U09853,P0175,2024-11-21 00:28:02,2,6270.0,330.0,Wallet,Success
T12496,U01721,P0146,2024-12-18 15:44:29,1,3960.0,440.0,UPI,Success
T12497,U04748,P0147,2024-05-08 07:16:55,2,2400.0,0.0,Wallet,Success
T12498,U02589,P0111,2024-09-11 09:30:46,1,1100.0,0.0,Card,Success
T12499,U09943,P0033,2024-09-26 19:34:39,1,6000.0,0.0,UPI,Success
T12500,U00960,P0184,2022-12-06 15:18:32,1,1400.0,0.0,UPI,Failed
T12501,U04535,P0074,2024-01-10 13:24:29,1,700.0,0.0,UPI,Success
T12502,U01130,P0069,2024-11-07 21:25:51,2,1710.0,90.0,NetBanking,Success
T12503,U00537,P0128,2024-09-04 18:13:00,2,1020.0,180.0,UPI,Success
T12504,U00604,P0126,2024-10-06 15:49:37,1,1170.0,130.0,Card,Success
T12505,U05115,P0143,2024-12-05 19:57:27,1,3120.0,780.0,Card,Success
T12506,U01507,P0108,2024-10-27 07:29:30,1,600.0,0.0,Wallet,Success
T12507,U01887,P0006,2023-03-06 06:49:29,1,3900.0,0.0,Card,Success
T12508,U00625,P0168,2024-03-16 09:59:25,1,425.0,75.0,Card,Success
T12509,U00295,P0061,2024-05-17 17:24:11,1,630.0,70.0,UPI,Success
T12510,U02589,P0111,2024-09-11 09:29:46,1,1100.0,0.0,NetBanking,Success
T12511,U06805,P0059,2024-01-23 07:28:50,1,720.0,80.0,Card,Success
T12512,U00231,P0023,2023-12-08 23:54:38,1,5225.0,275.0,Wallet,Success
T12513,U01201,P0188,2024-02-19 12:53:56,2,4960.0,1240.0,UPI,Failed
T12514,U05082,P0009,2024-02-03 21:21:27,1,6365.0,335.0,NetBanking,Success
T12515,U05903,P0062,2023-09-07 07:59:14,3,2700.0,0.0,Wallet,Success
T12516,U08803,P0022,2024-04-22 10:30:36,1,6370.0,2730.0,UPI,Success
T12517,U02421,P0116,2024-07-26 15:14:49,1,1440.0,160.0,Card,Success
T12518,U01365,P0171,2024-12-23 13:53:24,1,4000.0,0.0,Wallet,Success
T12519,U09574,P0054,2024-10-12 10:23:12,1,570.0,30.0,Card,Success
T12520,U08076,P0113,2024-12-28 17:55:28,1,1100.0,0.0,NetBanking,Success
T12521,U07637,P0014,2024-10-13 23:24:12,2,13920.0,3480.0,Card,Success
T12522,U06685,P0149,2024-05-15 19:34:56,1,4900.0,0.0,Card,Success
T12523,U01739,P0200,2024-05-14 13:36:27,1,3420.0,380.0,Wallet,Success
T12524,U08685,P0079,2024-07-08 17:11:38,1,200.0,0.0,UPI,Refunded
T12525,U02672,P0016,2024-07-15 15:59:42,1,5800.0,0.0,UPI,Success
T12526,U09428,P0146,2024-03-17 11:58:26,2,8800.0,0.0,UPI,Success
T12527,U08659,P0140,2024-02-10 23:19:49,1,1805.0,95.0,Wallet,Success
T12528,U01118,P0045,2024-10-14 19:21:59,3,13200.0,0.0,UPI,Success
T12529,U08903,P0068,2023-06-18 08:45:06,2,1440.0,360.0,Card,Success
T12530,U09574,P0139,2024-10-15 07:04:55,1,1235.0,65.0,UPI,Success
T12531,U07888,P0061,2024-09-24 07:21:20,1,665.0,35.0,Card,Success
T12532,U03278,P0168,2024-12-02 18:56:37,1,450.0,50.0,Card,Success
T12533,U01847,P0050,2024-09-13 18:48:45,1,7400.0,0.0,Wallet,Success
T12534,U02560,P0087,2022-11-20 20:17:58,2,340.0,60.0,UPI,Success
T12535,U04765,P0015,2024-03-09 09:23:53,1,6800.0,0.0,Card,Failed
T12536,U02899,P0025,2023-09-20 19:03:14,1,7395.0,1305.0,UPI,Success
T12537,U03246,P0120,2024-06-16 23:57:10,3,2100.0,0.0,Card,Success
T12538,U04962,P0128,2024-07-17 20:37:40,2,1080.0,120.0,UPI,Success
T12539,U03412,P0046,2024-10-15 16:53:30,1,3290.0,1410.0,NetBanking,Success
T12540,U02664,P0053,2024-09-08 17:38:57,1,200.0,0.0,Card,Success
T12541,U00705,P0044,2024-05-18 13:02:36,1,2400.0,0.0,UPI,Success
T12542,U00826,P0160,2024-12-03 09:30:03,1,2600.0,0.0,UPI,Success
T12543,U09271,P0119,2024-02-29 07:30:20,1,1890.0,210.0,NetBanking,Success
T12544,U08492,P0159,2024-10-20 19:50:37,1,3700.0,0.0,UPI,Success
T12545,U09982,P0045,2024-07-11 13:53:41,1,3520.0,880.0,UPI,Success
T12546,U00522,P0130,2024-02-26 22:34:54,1,1700.0,0.0,UPI,Success
T12547,U07764,P0191,2024-02-21 11:59:38,1,1275.0,225.0,UPI,Refunded
T12548,U03199,P0127,2024-09-20 13:42:03,1,800.0,200.0,Wallet,Success
T12549,U02075,P0098,2024-05-03 16:56:41,1,630.0,270.0,UPI,Success
T12550,U04473,P0077,2024-08-05 14:49:55,1,450.0,50.0,UPI,Success
T12551,U08878,P0169,2024-12-20 21:03:53,1,1805.0,95.0,Card,Success
T12552,U03368,P0159,2024-04-17 20:22:25,1,3145.0,555.0,Wallet,Success
T12553,U02335,P0134,2024-03-04 22:49:17,1,1900.0,0.0,UPI,Success
T12554,U00149,P0179,2023-11-02 22:52:20,1,1800.0,200.0,UPI,Success
T12555,U01261,P0104,2024-12-18 19:51:52,1,1900.0,100.0,Wallet,Success
T12556,U06692,P0014,2024-11-02 09:00:02,1,7830.0,870.0,UPI,Success
T12557,U01249,P0100,2024-10-05 20:59:37,2,540.0,60.0,UPI,Success
T12558,U07810,P0023,2023-12-24 16:18:14,1,4125.0,1375.0,UPI,Refunded
T12559,U08787,P0188,2024-10-26 09:38:56,1,2945.0,155.0,UPI,Success
T12560,U03886,P0200,2024-01-20 19:11:27,1,3610.0,190.0,Card,Success
T12561,U02936,P0180,2024-06-24 17:43:51,1,3610.0,190.0,UPI,Success
T12562,U04470,P0162,2024-05-18 13:28:32,3,4590.0,510.0,Card,Success
T12563,U02235,P0034,2024-11-01 13:45:11,1,4300.0,0.0,NetBanking,Success
T12564,U08362,P0159,2024-01-17 11:10:32,2,5920.0,1480.0,UPI,Success
T12565,U07682,P0156,2024-09-11 08:12:33,2,6800.0,0.0,Wallet,Success
T12566,U07556,P0092,2024-09-17 19:30:41,1,720.0,80.0,Wallet,Success
T12567,U03647,P0187,2024-02-29 08:02:07,1,2790.0,310.0,UPI,Success
T12568,U05208,P0118,2024-09-02 23:05:55,1,2000.0,0.0,UPI,Success
T12569,U01344,P0101,2024-10-04 10:01:40,1,1900.0,0.0,Wallet,Success
T12570,U08180,P0131,2024-12-11 17:20:58,1,900.0,100.0,Card,Refunded
T12571,U08289,P0077,2024-06-04 07:26:59,2,1000.0,0.0,Card,Success
T12572,U02515,P0144,2024-04-15 16:46:03,1,4700.0,0.0,UPI,Success
T12573,U09503,P0162,2024-12-31 13:14:59,1,1615.0,85.0,UPI,Success
T12574,U08762,P0018,2024-10-12 19:49:59,1,5040.0,560.0,Card,Refunded
T12575,U04997,P0192,2024-09-07 07:14:26,1,500.0,0.0,UPI,Success
T12576,U05541,P0039,2024-11-24 21:47:54,1,1120.0,480.0,UPI,Success
T12577,U04971,P0144,2024-10-30 13:24:00,1,3760.0,940.0,Wallet,Success
T12578,U01349,P0141,2024-07-22 20:30:08,1,3690.0,410.0,NetBanking,Success
T12579,U04659,P0074,2024-11-21 16:27:38,1,560.0,140.0,Card,Success
T12580,U04929,P0154,2023-10-15 12:07:51,1,2280.0,120.0,Card,Success
T12581,U04963,P0150,2024-02-06 08:07:43,1,1530.0,170.0,UPI,Success
T12582,U05866,P0072,2024-08-17 15:45:58,1,810.0,90.0,UPI,Success
T12583,U09864,P0080,2023-02-09 23:22:33,1,475.0,25.0,UPI,Success
T12584,U06393,P0064,2024-02-10 13:08:25,1,425.0,75.0,NetBanking,Success
T12585,U07042,P0073,2024-12-21 15:29:54,1,300.0,0.0,NetBanking,Success
T12586,U06729,P0178,2024-11-21 11:15:39,1,3325.0,175.0,UPI,Refunded
T12587,U00180,P0021,2024-07-10 08:27:06,1,1540.0,660.0,Wallet,Success
T12588,U09413,P0079,2024-05-26 18:31:14,1,200.0,0.0,NetBanking,Success
T12589,U03451,P0050,2024-08-13 23:57:57,1,7030.0,370.0,UPI,Failed
T12590,U06558,P0004,2024-09-20 09:55:46,1,7110.0,790.0,Card,Success
T12591,U09767,P0046,2024-05-13 08:57:06,1,4465.0,235.0,Card,Success
T12592,U02378,P0102,2024-10-10 23:56:20,1,1400.0,0.0,Card,Success
T12593,U09450,P0150,2024-06-11 09:08:14,1,1615.0,85.0,Card,Success
T12594,U01753,P0065,2024-12-28 14:36:58,2,600.0,0.0,Card,Success
T12595,U03762,P0008,2024-11-21 09:41:49,1,6930.0,2970.0,Card,Success
T12596,U03808,P0200,2024-01-23 12:52:16,1,3420.0,380.0,Card,Success
T12597,U03712,P0158,2024-11-08 14:09:14,1,1275.0,225.0,Card,Success
T12598,U08176,P0137,2024-12-02 10:04:13,1,990.0,110.0,Card,Success
T12599,U07576,P0035,2023-12-08 10:18:21,1,6480.0,1620.0,Card,Success
T12600,U06360,P0089,2024-11-23 10:44:03,1,400.0,0.0,UPI,Success
T12601,U08035,P0134,2024-04-02 12:37:56,1,1330.0,570.0,UPI,Success
T12602,U01633,P0117,2024-05-19 16:52:57,2,750.0,250.0,Card,Success
T12603,U03174,P0094,2024-05-04 06:48:33,1,225.0,75.0,UPI,Success
T12604,U08808,P0093,2024-04-26 11:34:21,1,500.0,0.0,Card,Success
T12605,U07927,P0034,2023-06-28 18:00:43,1,4300.0,0.0,UPI,Success
T12606,U06238,P0046,2024-03-14 13:56:18,1,3760.0,940.0,UPI,Success
T12607,U05741,P0176,2023-06-25 15:39:53,2,7400.0,0.0,Card,Success
T12608,U01012,P0154,2024-10-31 09:13:48,1,1920.0,480.0,UPI,Success
T12609,U06641,P0023,2024-12-03 16:33:31,1,4400.0,1100.0,Card,Success
T12610,U03093,P0134,2023-11-01 20:01:43,1,1710.0,190.0,Wallet,Success
T12611,U08083,P0043,2024-06-10 19:24:36,1,7200.0,800.0,Card,Success
T12612,U06395,P0168,2024-06-15 20:36:33,1,450.0,50.0,NetBanking,Refunded
T12613,U04667,P0040,2024-03-22 00:22:04,1,3000.0,0.0,Card,Success
T12614,U08516,P0077,2024-07-17 07:19:02,1,500.0,0.0,UPI,Success
T12615,U02191,P0002,2023-08-07 16:01:10,1,4500.0,0.0,Card,Success
T12616,U06538,P0072,2023-11-08 16:33:43,1,900.0,0.0,Wallet,Success
T12617,U02954,P0183,2024-08-15 10:54:38,1,2500.0,0.0,Card,Success
T12618,U08261,P0100,2024-11-18 10:43:18,1,240.0,60.0,NetBanking,Success
T12619,U06352,P0131,2024-09-07 07:45:48,1,900.0,100.0,Card,Success
T12620,U01766,P0170,2024-09-14 18:09:23,1,3920.0,980.0,NetBanking,Success
T12621,U09985,P0138,2024-05-17 19:27:51,2,3040.0,160.0,Card,Success
T12622,U03876,P0143,2024-02-20 22:01:46,2,7020.0,780.0,Wallet,Success
T12623,U09359,P0042,2024-07-26 10:34:37,2,11730.0,2070.0,UPI,Success
T12624,U08180,P0151,2024-12-08 22:40:02,1,2900.0,0.0,UPI,Success
T12625,U03697,P0016,2023-05-20 09:07:07,1,5220.0,580.0,Card,Success
T12626,U07003,P0038,2024-07-19 18:32:00,1,2430.0,270.0,Card,Success
T12627,U03794,P0156,2024-08-12 08:39:27,1,2720.0,680.0,UPI,Success
T12628,U06730,P0131,2024-09-14 12:04:53,1,1000.0,0.0,UPI,Success
T12629,U08152,P0141,2024-06-09 13:49:33,1,4100.0,0.0,UPI,Success
T12630,U00975,P0166,2024-12-17 20:12:12,1,4165.0,735.0,UPI,Success
T12631,U06203,P0090,2024-04-15 15:14:42,1,270.0,30.0,UPI,Success
T12632,U04038,P0015,2024-05-26 20:35:41,1,6800.0,0.0,Card,Success
T12633,U08074,P0138,2024-11-06 18:07:57,1,1520.0,80.0,UPI,Success
T12634,U02239,P0082,2024-04-12 07:08:41,1,200.0,0.0,NetBanking,Success
T12635,U09688,P0073,2024-05-17 19:09:52,1,255.0,45.0,Wallet,Success
T12636,U04210,P0099,2024-12-19 11:25:18,1,225.0,75.0,Card,Success
T12637,U04282,P0063,2024-02-16 07:21:52,1,300.0,0.0,UPI,Refunded
T12638,U08848,P0008,2024-10-06 11:42:11,1,9900.0,0.0,Card,Success
T12639,U02421,P0116,2024-07-26 15:33:49,1,1280.0,320.0,Card,Success
T12640,U04423,P0024,2023-05-11 20:19:09,1,9405.0,495.0,UPI,Success
T12641,U01420,P0045,2024-06-17 00:00:59,1,3960.0,440.0,UPI,Success
T12642,U01595,P0113,2024-07-13 09:06:28,1,825.0,275.0,UPI,Success
T12643,U09649,P0194,2024-07-16 18:49:06,1,380.0,20.0,UPI,Failed
T12644,U06617,P0028,2023-07-14 09:15:42,1,3230.0,570.0,Card,Success
T12645,U02321,P0197,2024-07-01 06:55:04,2,11020.0,580.0,Card,Success
T12646,U00398,P0019,2023-09-15 07:13:18,1,1350.0,450.0,UPI,Success
T12647,U07468,P0044,2024-09-14 10:38:45,1,2400.0,0.0,Card,Success
T12648,U07848,P0200,2024-03-07 23:27:09,2,7600.0,0.0,UPI,Success
T12649,U02647,P0086,2024-07-06 07:06:17,1,500.0,0.0,UPI,Success
T12650,U05670,P0110,2024-10-09 12:47:41,1,1300.0,0.0,UPI,Success
T12651,U00927,P0164,2024-04-14 08:40:37,1,900.0,0.0,Wallet,Success
T12652,U08809,P0177,2024-04-22 11:26:30,1,3400.0,600.0,UPI,Success
T12653,U01349,P0116,2024-12-22 09:03:10,1,1600.0,0.0,UPI,Success
T12654,U00617,P0129,2024-04-11 11:01:51,1,1440.0,360.0,Wallet,Success
T12655,U09529,P0033,2023-11-26 11:52:21,1,4800.0,1200.0,UPI,Success
T12656,U03046,P0008,2024-08-16 13:13:28,2,17820.0,1980.0,NetBanking,Success
T12657,U06607,P0062,2024-07-07 20:21:42,1,900.0,0.0,NetBanking,Success
T12658,U00618,P0029,2023-10-16 09:25:01,1,1360.0,340.0,UPI,Success
T12659,U05871,P0182,2024-03-02 13:26:55,1,2070.0,230.0,UPI,Success
T12660,U08518,P0036,2024-05-24 22:35:59,1,7560.0,840.0,NetBanking,Success
T12661,U02299,P0116,2024-04-08 09:34:02,1,1520.0,80.0,UPI,Success
T12662,U05223,P0022,2024-04-27 14:21:16,1,9100.0,0.0,UPI,Success
T12663,U00795,P0104,2023-10-27 18:02:50,1,1800.0,200.0,UPI,Success
T12664,U01696,P0123,2024-11-14 12:15:30,1,1600.0,400.0,UPI,Success
T12665,U08446,P0178,2024-12-23 13:57:40,1,2800.0,700.0,UPI,Success
T12666,U07197,P0008,2023-07-27 22:07:39,1,9405.0,495.0,Card,Success
T12667,U03659,P0177,2023-08-21 08:27:35,1,4000.0,0.0,UPI,Success
T12668,U09832,P0064,2024-05-06 10:08:02,2,950.0,50.0,UPI,Success
T12669,U04276,P0189,2024-10-25 23:03:15,1,3780.0,420.0,Card,Success
T12670,U03669,P0121,2024-10-19 17:23:46,1,400.0,0.0,UPI,Success
T12671,U03936,P0010,2024-05-24 22:35:17,1,1000.0,0.0,UPI,Success
T12672,U02970,P0165,2023-07-26 09:29:50,1,3825.0,675.0,UPI,Success
T12673,U03935,P0100,2024-06-17 09:52:25,1,255.0,45.0,Card,Success
T12674,U00842,P0166,2024-11-14 07:16:50,1,4900.0,0.0,NetBanking,Success
T12675,U04122,P0028,2024-10-27 22:06:02,1,3610.0,190.0,Card,Success
T12676,U09779,P0161,2024-11-24 16:42:28,1,2000.0,0.0,Card,Success
T12677,U03089,P0100,2024-09-11 22:12:51,1,255.0,45.0,NetBanking,Success
T12678,U08681,P0046,2024-08-11 18:46:43,2,7990.0,1410.0,NetBanking,Success
T12679,U03496,P0002,2024-06-19 18:38:12,1,4500.0,0.0,UPI,Success
T12680,U03873,P0079,2024-06-16 22:07:20,1,140.0,60.0,UPI,Success
T12681,U04339,P0029,2024-02-08 11:32:44,1,1445.0,255.0,Card,Refunded
T12682,U05199,P0154,2023-01-20 11:20:25,2,4080.0,720.0,Card,Success
T12683,U02811,P0107,2024-08-02 10:52:39,1,600.0,0.0,NetBanking,Success
T12684,U09300,P0192,2023-10-01 11:34:25,1,400.0,100.0,UPI,Success
T12685,U00588,P0080,2023-04-22 00:38:55,2,1000.0,0.0,UPI,Success
T12686,U06076,P0079,2024-12-20 10:01:56,1,190.0,10.0,UPI,Success
T12687,U00505,P0162,2024-10-09 22:16:06,3,5100.0,0.0,Wallet,Success
T12688,U09392,P0044,2024-04-26 08:58:54,1,1680.0,720.0,Wallet,Failed
T12689,U07220,P0043,2024-03-09 10:15:20,3,22800.0,1200.0,NetBanking,Success
T12690,U03937,P0181,2024-04-14 19:44:44,1,2200.0,0.0,Card,Success
T12691,U08626,P0099,2024-01-02 13:59:39,3,720.0,180.0,Card,Success
T12692,U05983,P0170,2024-07-24 08:42:26,1,4655.0,245.0,Wallet,Success
T12693,U09212,P0186,2024-01-30 22:45:39,2,5580.0,620.0,UPI,Success
T12694,U08447,P0038,2024-11-17 19:05:44,2,5130.0,270.0,UPI,Success
T12695,U09787,P0043,2023-09-28 12:18:19,1,8000.0,0.0,Card,Success
T12696,U06160,P0011,2024-08-08 08:20:30,1,4770.0,530.0,Wallet,Success
T12697,U08806,P0018,2024-08-10 17:52:53,1,4760.0,840.0,Wallet,Failed
T12698,U00262,P0058,2024-12-26 11:39:44,1,300.0,100.0,Card,Success
T12699,U00910,P0168,2023-10-30 12:30:57,1,500.0,0.0,Card,Success
T12700,U01297,P0088,2024-01-09 12:26:36,1,855.0,45.0,UPI,Success
T12701,U03664,P0083,2023-04-11 13:50:42,1,640.0,160.0,UPI,Refunded
