user_id,signup_date,country,city,age_group,gender,device_type,acquisition_source
U05845,2024-04-24,India,Hyderabad,35-44,Female,Mobile,Paid Ads
U05846,2024-07-12,India,Hyderabad,45-60,Female,Tablet,Referral
U05847,2022-04-17,Australia,Sydney,18-24,Male,Mobile,Organic
U05848,2024-08-22,India,Bangalore,35-44,Male,Desktop,Social
U05849,2024-07-22,USA,Houston,25-34,Male,Mobile,Paid Ads
U05850,2024-10-19,Germany,Dusseldorf,25-34,Male,Mobile,Paid Ads
U05851,2024-09-09,Canada,Ottawa,45-60,Male,Mobile,Organic
U05852,2024-01-12,India,Ahmedabad,35-44,Female,Mobile,Organic
U05853,2024-05-28,USA,Philadelphia,35-44,Other,Mobile,Organic
U05854,2023-04-21,UK,Birmingham,25-34,Male,Desktop,Social
U05855,2024-06-17,UK,Bristol,25-34,Male,Mobile,Referral
U05856,2024-01-23,UK,Liverpool,35-44,Female,Mobile,Organic
U05857,2024-06-10,USA,Los Angeles,45-60,Male,Desktop,Organic
U05858,2024-01-19,India,Kolkata,35-44,Female,Mobile,Paid Ads
U05859,2024-01-26,USA,Houston,18-24,Male,Mobile,Paid Ads
U05860,2024-08-26,USA,San Antonio,25-34,Female,Mobile,Social
U05861,2023-02-11,USA,New York,25-34,Female,Mobile,Social
U05862,2023-10-20,India,Kolkata,25-34,Male,Desktop,Social
U05863,2024-06-22,India,Chennai,18-24,Female,Mobile,Organic
U05864,2024-06-24,Germany,Cologne,25-34,Female,Desktop,Organic
U05865,2023-06-13,India,Mumbai,35-44,Female,Mobile,Social
U05866,2024-08-04,India,Delhi,35-44,Male,Mobile,Paid Ads
U05867,2024-04-15,UK,Liverpool,35-44,Male,Mobile,Referral
U05868,2023-03-12,USA,Houston,45-60,Male,Mobile,Paid Ads
U05869,2022-06-25,India,Mumbai,25-34,Male,Mobile,Paid Ads
U05870,2023-04-24,USA,Los Angeles,45-60,Male,Mobile,Paid Ads
U05871,2024-02-26,USA,Phoenix,35-44,Female,Mobile,Organic
U05872,2023-06-10,USA,Phoenix,45-60,Male,Mobile,Organic
U05873,2023-10-22,Australia,Perth,25-34,Male,Desktop,Referral
U05874,2024-05-07,India,Mumbai,25-34,Male,Mobile,Organic
U05875,2023-11-24,UK,Leeds,35-44,Male,Desktop,Organic
U05876,2022-09-02,India,Kolkata,45-60,Male,Desktop,Paid Ads
U05877,2023-11-21,India,Mumbai,35-44,Female,Mobile,Paid Ads
U05878,2024-06-07,UK,Manchester,35-44,Other,Mobile,Organic
U05879,2024-03-08,India,Pune,25-34,Male,Mobile,Paid Ads
U05880,2023-11-21,USA,Houston,35-44,Male,Mobile,Paid Ads
U05881,2024-05-19,India,Kolkata,35-44,Female,Mobile,Social
U05882,2024-10-06,India,Pune,35-44,Male,Mobile,Social
U05883,2023-08-21,USA,San Antonio,35-44,Male,Mobile,Referral
U05884,2023-09-08,UK,Bristol,18-24,Male,Mobile,Social
U05885,2023-08-25,India,Pune,35-44,Male,Mobile,Social
U05886,2024-03-25,Australia,Perth,25-34,Female,Mobile,Social
U05887,2024-09-28,India,Bangalore,45-60,Female,Mobile,Organic
U05888,2023-03-28,India,Kolkata,35-44,Female,Mobile,Organic
U05889,2024-08-22,India,Pune,35-44,Male,Desktop,Social
U05890,2022-10-20,India,Mumbai,45-60,Male,Mobile,Referral
U05891,2023-09-04,India,Bangalore,18-24,Male,Desktop,Social
U05892,2024-07-25,Canada,Calgary,25-34,Female,Mobile,Organic
U05893,2023-04-20,USA,San Antonio,35-44,Male,Mobile,Referral
U05894,2024-10-24,India,Ahmedabad,25-34,Male,Mobile,Social
U05895,2023-09-09,Germany,Berlin,25-34,Male,Mobile,Social
U05896,2024-03-05,India,Delhi,45-60,Male,Desktop,Social
U05897,2022-03-06,India,Bangalore,25-34,Female,Tablet,Social
U05898,2024-02-19,India,Bangalore,18-24,Male,Desktop,Organic
U05899,2023-10-12,India,Kolkata,25-34,Female,Mobile,Organic
U05900,2024-03-05,USA,Houston,18-24,Female,Mobile,Referral
U05901,2023-01-05,India,Chennai,25-34,Female,Mobile,Organic
U05902,2024-04-18,USA,Houston,18-24,Female,Desktop,Social
U05903,2023-08-26,UK,London,45-60,Female,Mobile,Paid Ads
U05904,2024-05-06,Canada,Vancouver,25-34,Male,Desktop,Referral
U05905,2023-02-09,UK,Liverpool,18-24,Female,Mobile,Paid Ads
U05906,2023-03-11,India,Hyderabad,25-34,Female,Desktop,Paid Ads
U05907,2024-01-23,India,Ahmedabad,35-44,Male,Mobile,Organic
U05908,2022-02-14,USA,New York,25-34,Female,Mobile,Organic
U05909,2023-01-24,India,Pune,25-34,Male,Mobile,Social
U05910,2024-02-02,India,Chennai,45-60,Female,Desktop,Organic
U05911,2024-03-27,USA,Philadelphia,25-34,Male,Desktop,Social
U05912,2023-01-14,India,Bangalore,25-34,Female,Desktop,Paid Ads
U05913,2024-11-25,UK,Sheffield,35-44,Male,Mobile,Social
U05914,2024-09-19,India,Delhi,25-34,Male,Mobile,Organic
U05915,2023-10-10,Germany,Berlin,18-24,Male,Tablet,Paid Ads
U05916,2024-05-05,UK,London,18-24,Male,Mobile,Paid Ads
U05917,2024-08-23,India,Ahmedabad,45-60,Other,Mobile,Organic
U05918,2024-05-04,USA,Philadelphia,45-60,Male,Desktop,Social
U05919,2023-08-07,USA,Chicago,25-34,Male,Mobile,Paid Ads
U05920,2024-07-24,UK,London,25-34,Female,Mobile,Organic
U05921,2022-12-13,USA,Phoenix,18-24,Male,Mobile,Paid Ads
U05922,2022-04-10,USA,Philadelphia,35-44,Male,Mobile,Organic
U05923,2022-07-10,India,Kolkata,18-24,Male,Mobile,Social
U05924,2024-06-04,India,Bangalore,18-24,Female,Mobile,Paid Ads
U05925,2024-03-16,Australia,Perth,35-44,Female,Mobile,Organic
U05926,2024-09-15,India,Kolkata,25-34,Female,Desktop,Organic
U05927,2024-12-21,India,Mumbai,18-24,Other,Desktop,Social
U05928,2023-10-11,India,Bangalore,35-44,Female,Desktop,Social
U05929,2023-09-19,Canada,Montreal,35-44,Other,Mobile,Organic
U05930,2023-05-21,USA,Phoenix,35-44,Male,Mobile,Organic
U05931,2023-08-24,Canada,Quebec City,45-60,Male,Mobile,Referral
U05932,2024-07-03,Canada,Edmonton,25-34,Male,Desktop,Organic
U05933,2024-09-15,Canada,Quebec City,18-24,Male,Mobile,Organic
U05934,2022-07-16,USA,Los Angeles,18-24,Female,Mobile,Organic
U05935,2022-04-14,India,Bangalore,25-34,Male,Mobile,Paid Ads
U05936,2022-04-05,India,Bangalore,18-24,Female,Mobile,Social
U05937,2023-11-26,USA,Los Angeles,25-34,Male,Mobile,Paid Ads
U05938,2024-08-17,India,Mumbai,18-24,Male,Desktop,Organic
U05939,2024-06-18,USA,Houston,25-34,Male,Mobile,Paid Ads
U05940,2024-09-19,USA,Chicago,18-24,Male,Desktop,Organic
U05941,2024-10-01,USA,Chicago,25-34,Other,Mobile,Social
U05942,2023-07-27,India,Ahmedabad,35-44,Female,Mobile,Paid Ads
U05943,2022-07-28,India,Pune,25-34,Female,Desktop,Referral
U05944,2024-04-27,UK,Sheffield,25-34,Male,Mobile,Paid Ads
U05945,2024-03-25,India,Bangalore,45-60,Male,Mobile,Paid Ads
U05946,2023-08-09,UK,London,35-44,Male,Mobile,Paid Ads
U05947,2024-07-21,USA,Los Angeles,25-34,Female,Mobile,Organic
U05948,2024-04-14,Germany,Munich,25-34,Male,Mobile,Paid Ads
U05949,2024-04-20,Canada,Toronto,35-44,Female,Mobile,Organic
U05950,2024-01-21,USA,Phoenix,18-24,Female,Desktop,Social
U05951,2024-11-20,USA,San Antonio,18-24,Male,Mobile,Organic
U05952,2024-07-28,India,Pune,35-44,Female,Mobile,Paid Ads
U05953,2022-01-21,India,Mumbai,25-34,Female,Tablet,Paid Ads
U05954,2022-10-23,UK,Liverpool,18-24,Male,Mobile,Paid Ads
U05955,2023-10-11,USA,Houston,25-34,Female,Mobile,Social
U05956,2022-04-24,USA,San Antonio,18-24,Female,Mobile,Social
U05957,2024-11-02,India,Ahmedabad,45-60,Male,Desktop,Organic
U05958,2024-03-20,Canada,Ottawa,18-24,Male,Desktop,Social
U05959,2023-11-24,India,Mumbai,18-24,Male,Mobile,Organic
U05960,2024-03-23,Canada,Ottawa,35-44,Female,Mobile,Organic
U05961,2023-12-25,USA,Houston,25-34,Male,Desktop,Organic
U05962,2023-01-05,India,Hyderabad,25-34,Male,Mobile,Social
U05963,2023-04-22,India,Hyderabad,25-34,Male,Desktop,Organic
U05964,2023-01-27,India,Ahmedabad,25-34,Male,Desktop,Organic
U05965,2023-08-24,Australia,Perth,35-44,Male,Mobile,Paid Ads
U05966,2024-01-15,Canada,Calgary,18-24,Male,Desktop,Paid Ads
U05967,2023-12-12,USA,Houston,25-34,Male,Mobile,Paid Ads
U05968,2024-06-14,USA,New York,45-60,Female,Desktop,Paid Ads
U05969,2022-07-11,USA,Phoenix,18-24,Female,Mobile,Referral
U05970,2023-10-21,USA,Phoenix,25-34,Male,Mobile,Social
U05971,2022-12-09,USA,New York,18-24,Female,Desktop,Organic
U05972,2024-02-20,India,Hyderabad,18-24,Male,Mobile,Social
U05973,2022-04-08,Canada,Ottawa,25-34,Female,Desktop,Paid Ads
U05974,2024-11-12,UK,Birmingham,18-24,Male,Desktop,Organic
U05975,2024-03-03,India,Hyderabad,18-24,Male,Mobile,Organic
U05976,2024-09-21,Canada,Toronto,25-34,Male,Mobile,Social
U05977,2024-07-15,USA,Los Angeles,18-24,Male,Desktop,Paid Ads
U05978,2023-02-08,India,Bangalore,35-44,Female,Mobile,Paid Ads
U05979,2023-11-26,India,Mumbai,35-44,Male,Mobile,Organic
U05980,2023-12-28,UK,Sheffield,25-34,Male,Mobile,Referral
U05981,2024-06-07,Canada,Montreal,45-60,Female,Desktop,Social
U05982,2023-09-17,Canada,Toronto,35-44,Female,Desktop,Referral
U05983,2022-12-12,UK,Manchester,35-44,Male,Mobile,Organic
U05984,2024-03-20,India,Mumbai,18-24,Male,Desktop,Paid Ads
U05985,2022-11-18,India,Pune,35-44,Female,Tablet,Paid Ads
U05986,2024-06-18,India,Chennai,45-60,Male,Mobile,Organic
U05987,2024-03-15,Canada,Toronto,25-34,Female,Mobile,Organic
U05988,2023-03-23,Germany,Berlin,35-44,Female,Mobile,Organic
U05989,2023-04-28,India,Delhi,35-44,Male,Mobile,Referral
U05990,2023-09-28,UK,Liverpool,25-34,Female,Mobile,Paid Ads
U05991,2024-11-03,USA,Los Angeles,25-34,Male,Mobile,Organic
U05992,2024-08-19,India,Bangalore,18-24,Female,Desktop,Social
U05993,2024-01-15,USA,Philadelphia,18-24,Female,Mobile,Social
U05994,2024-12-16,Canada,Montreal,18-24,Female,Tablet,Organic
U05995,2024-11-22,India,Bangalore,25-34,Other,Mobile,Referral
U05996,2023-01-22,Australia,Perth,35-44,Female,Mobile,Social
U05997,2023-07-17,India,Chennai,45-60,Female,Mobile,Paid Ads
U05998,2024-03-01,India,Mumbai,25-34,Male,Desktop,Social
U05999,2023-11-11,India,Delhi,25-34,Female,Mobile,Social
U06000,2022-07-06,Canada,Quebec City,18-24,Female,Mobile,Organic
U06001,2024-09-23,USA,Chicago,45-60,Other,Desktop,Social
U06002,2023-03-09,Canada,Montreal,25-34,Female,Mobile,Social
U06003,2024-03-20,USA,Chicago,35-44,Male,Desktop,Social
U06004,2024-02-16,USA,Houston,18-24,Male,Mobile,Organic
U06005,2022-10-26,Canada,Quebec City,25-34,Female,Desktop,Organic
U06006,2024-01-06,USA,New York,25-34,Female,Mobile,Organic
U06007,2023-09-12,Canada,Quebec City,18-24,Male,Mobile,Organic
U06008,2023-06-19,India,Kolkata,35-44,Male,Mobile,Referral
U06009,2023-06-13,USA,San Antonio,25-34,Male,Mobile,Social
U06010,2022-08-13,UK,Leeds,25-34,Female,Desktop,Organic
U06011,2024-11-27,Australia,Sydney,35-44,Female,Mobile,Social
U06012,2023-05-04,India,Pune,25-34,Male,Desktop,Organic
U06013,2023-09-09,USA,Houston,18-24,Male,Mobile,Organic
U06014,2023-11-14,USA,Los Angeles,45-60,Female,Desktop,Organic
U06015,2024-05-14,India,Delhi,25-34,Female,Mobile,Paid Ads
U06016,2024-02-17,India,Pune,35-44,Male,Mobile,Organic
U06017,2023-06-05,India,Chennai,35-44,Female,Mobile,Organic
U06018,2023-09-27,Canada,Ottawa,18-24,Male,Desktop,Social
U06019,2023-03-23,UK,Liverpool,25-34,Female,Mobile,Organic
U06020,2023-10-19,India,Hyderabad,18-24,Female,Mobile,Paid Ads
U06021,2024-04-02,Canada,Edmonton,25-34,Other,Desktop,Social
U06022,2024-10-13,India,Hyderabad,35-44,Female,Mobile,Organic
U06023,2023-11-11,USA,Phoenix,25-34,Male,Mobile,Social
U06024,2023-08-02,Canada,Toronto,18-24,Female,Tablet,Paid Ads
U06025,2022-06-01,Canada,Toronto,25-34,Female,Mobile,Paid Ads
U06026,2024-07-21,India,Delhi,25-34,Male,Desktop,Organic
U06027,2023-07-03,UK,Liverpool,35-44,Male,Mobile,Paid Ads
U06028,2024-04-27,USA,Philadelphia,35-44,Male,Mobile,Social
U06029,2024-12-12,Canada,Edmonton,35-44,Female,Desktop,Organic
U06030,2023-06-07,USA,Phoenix,35-44,Female,Tablet,Organic
U06031,2024-12-01,UK,Bristol,25-34,Female,Mobile,Paid Ads
U06032,2024-09-09,India,Pune,25-34,Male,Mobile,Paid Ads
U06033,2024-03-18,USA,Houston,25-34,Male,Mobile,Organic
U06034,2023-08-24,USA,Phoenix,45-60,Male,Tablet,Paid Ads
U06035,2023-07-26,USA,San Antonio,25-34,Male,Desktop,Organic
U06036,2024-04-20,UK,Birmingham,45-60,Other,Mobile,Organic
U06037,2024-10-06,Australia,Brisbane,35-44,Female,Desktop,Paid Ads
U06038,2024-03-09,Canada,Ottawa,35-44,Male,Mobile,Paid Ads
U06039,2024-07-23,India,Chennai,25-34,Female,Mobile,Social
U06040,2024-10-08,Canada,Vancouver,25-34,Male,Mobile,Social
U06041,2024-09-23,India,Ahmedabad,25-34,Male,Mobile,Referral
U06042,2022-12-18,USA,Phoenix,25-34,Other,Desktop,Organic
U06043,2024-10-25,Australia,Gold Coast,45-60,Male,Mobile,Paid Ads
U06044,2024-03-15,India,Ahmedabad,35-44,Male,Desktop,Paid Ads
U06045,2024-10-01,Canada,Calgary,35-44,Female,Tablet,Social
U06046,2024-09-14,Canada,Quebec City,25-34,Male,Mobile,Social
U06047,2023-08-18,USA,Los Angeles,18-24,Male,Desktop,Social
U06048,2024-12-19,India,Hyderabad,35-44,Male,Mobile,Paid Ads
U06049,2024-03-19,USA,Philadelphia,25-34,Male,Tablet,Organic
U06050,2022-08-10,Germany,Hamburg,45-60,Male,Desktop,Organic
U06051,2024-12-20,India,Hyderabad,35-44,Female,Desktop,Paid Ads
U06052,2023-04-21,USA,New York,18-24,Female,Desktop,Organic
U06053,2023-06-06,India,Delhi,35-44,Female,Mobile,Organic
U06054,2022-12-17,India,Mumbai,35-44,Female,Mobile,Referral
U06055,2023-10-14,UK,Liverpool,25-34,Female,Desktop,Referral
U06056,2024-02-13,India,Delhi,25-34,Male,Mobile,Organic
U06057,2024-08-08,Germany,Stuttgart,25-34,Female,Tablet,Social
U06058,2024-09-22,USA,San Antonio,25-34,Male,Desktop,Referral
U06059,2024-07-10,USA,Los Angeles,35-44,Male,Mobile,Paid Ads
U06060,2023-08-09,India,Kolkata,18-24,Female,Mobile,Paid Ads
U06061,2023-07-05,Germany,Cologne,35-44,Female,Mobile,Referral
U06062,2024-11-23,India,Mumbai,25-34,Male,Mobile,Organic
U06063,2023-10-27,USA,Chicago,45-60,Male,Mobile,Social
U06064,2024-04-04,India,Chennai,45-60,Male,Desktop,Organic
U06065,2024-01-06,USA,Phoenix,35-44,Female,Mobile,Paid Ads
U06066,2024-03-06,USA,San Antonio,25-34,Other,Mobile,Organic
U06067,2024-07-13,UK,Sheffield,25-34,Female,Mobile,Paid Ads
U06068,2022-11-04,India,Hyderabad,18-24,Female,Mobile,Social
U06069,2023-11-22,USA,New York,18-24,Male,Tablet,Organic
U06070,2024-07-08,Canada,Edmonton,25-34,Male,Mobile,Social
U06071,2023-11-27,USA,Los Angeles,35-44,Female,Mobile,Social
U06072,2024-03-05,India,Pune,25-34,Male,Desktop,Referral
U06073,2022-01-02,India,Pune,25-34,Male,Mobile,Social
U06074,2024-10-09,India,Delhi,25-34,Female,Mobile,Paid Ads
U06075,2024-09-11,India,Pune,45-60,Female,Tablet,Social
U06076,2024-12-20,India,Pune,18-24,Male,Mobile,Paid Ads
U06077,2023-06-20,USA,Phoenix,25-34,Other,Mobile,Paid Ads
U06078,2023-12-11,India,Chennai,45-60,Male,Desktop,Organic
U06079,2024-07-07,USA,San Antonio,18-24,Male,Mobile,Organic
U06080,2023-01-26,Germany,Berlin,35-44,Male,Mobile,Organic
U06081,2024-01-14,Germany,Berlin,35-44,Female,Desktop,Paid Ads
U06082,2024-04-26,Canada,Edmonton,25-34,Female,Tablet,Organic
U06083,2024-07-06,India,Chennai,25-34,Female,Mobile,Organic
U06084,2024-11-04,India,Chennai,45-60,Female,Mobile,Organic
U06085,2023-11-06,Canada,Calgary,18-24,Female,Mobile,Organic
U06086,2024-08-03,India,Mumbai,25-34,Male,Tablet,Social
U06087,2024-10-23,India,Bangalore,25-34,Male,Desktop,Paid Ads
U06088,2024-09-06,USA,Los Angeles,25-34,Male,Mobile,Paid Ads
U06089,2024-01-03,India,Chennai,25-34,Male,Mobile,Organic
U06090,2024-04-01,Canada,Quebec City,45-60,Female,Mobile,Paid Ads
U06091,2023-04-28,Canada,Montreal,45-60,Female,Desktop,Social
U06092,2023-03-26,UK,Sheffield,25-34,Male,Mobile,Organic
U06093,2024-07-21,Canada,Calgary,25-34,Female,Mobile,Referral
U06094,2023-01-26,India,Ahmedabad,18-24,Male,Mobile,Referral
U06095,2024-09-18,UK,Bristol,45-60,Female,Mobile,Referral
U06096,2024-08-23,India,Mumbai,25-34,Female,Mobile,Paid Ads
U06097,2023-02-23,UK,Sheffield,25-34,Male,Mobile,Social
U06098,2022-02-04,India,Bangalore,35-44,Female,Mobile,Organic
U06099,2024-08-06,UK,Liverpool,25-34,Female,Desktop,Social
U06100,2023-11-17,Germany,Munich,18-24,Male,Mobile,Referral
U06101,2024-01-18,India,Ahmedabad,25-34,Female,Tablet,Organic
U06102,2024-07-06,India,Chennai,35-44,Male,Desktop,Organic
U06103,2024-09-02,India,Ahmedabad,35-44,Male,Mobile,Organic
U06104,2024-12-12,USA,San Antonio,35-44,Female,Mobile,Social
U06105,2023-03-12,India,Kolkata,18-24,Female,Desktop,Social
U06106,2024-07-27,Canada,Edmonton,25-34,Male,Mobile,Paid Ads
U06107,2023-06-04,USA,New York,35-44,Female,Desktop,Social
U06108,2023-07-16,USA,San Antonio,45-60,Female,Mobile,Social
U06109,2024-07-20,UK,Leeds,18-24,Female,Mobile,Referral
U06110,2024-10-10,India,Pune,18-24,Male,Mobile,Organic
U06111,2023-01-25,India,Chennai,35-44,Female,Mobile,Paid Ads
U06112,2024-03-10,UK,Leeds,25-34,Female,Desktop,Referral
U06113,2024-10-07,Canada,Ottawa,18-24,Female,Mobile,Paid Ads
U06114,2023-01-14,India,Mumbai,25-34,Male,Mobile,Paid Ads
U06115,2023-05-07,India,Hyderabad,45-60,Male,Mobile,Referral
U06116,2024-03-12,India,Chennai,35-44,Male,Mobile,Social
U06117,2024-01-11,India,Chennai,25-34,Male,Mobile,Paid Ads
U06118,2024-02-17,India,Delhi,35-44,Female,Mobile,Paid Ads
U06119,2024-10-11,UK,Manchester,18-24,Female,Mobile,Referral
U06120,2022-05-21,Canada,Montreal,25-34,Male,Mobile,Organic
U06121,2024-11-03,India,Mumbai,25-34,Female,Desktop,Organic
U06122,2024-03-19,USA,Chicago,25-34,Female,Mobile,Referral
U06123,2024-06-22,India,Kolkata,45-60,Female,Mobile,Paid Ads
U06124,2023-09-04,USA,Philadelphia,25-34,Male,Mobile,Paid Ads
U06125,2022-06-08,USA,Phoenix,18-24,Male,Desktop,Paid Ads
U06126,2023-02-14,Australia,Canberra,45-60,Male,Mobile,Paid Ads
U06127,2024-02-20,India,Bangalore,18-24,Male,Desktop,Social
U06128,2023-08-24,India,Kolkata,25-34,Male,Tablet,Social
U06129,2024-11-14,USA,Los Angeles,25-34,Female,Desktop,Paid Ads
U06130,2022-08-28,India,Delhi,45-60,Male,Desktop,Paid Ads
U06131,2022-06-16,India,Pune,25-34,Male,Desktop,Organic
U06132,2024-10-15,India,Chennai,25-34,Other,Mobile,Paid Ads
U06133,2024-07-12,USA,Philadelphia,25-34,Female,Tablet,Social
U06134,2024-01-16,India,Mumbai,45-60,Female,Mobile,Paid Ads
U06135,2023-12-20,Germany,Hamburg,35-44,Male,Mobile,Social
U06136,2024-09-19,USA,Houston,18-24,Female,Tablet,Organic
U06137,2023-05-05,India,Delhi,35-44,Male,Mobile,Paid Ads
U06138,2023-09-12,USA,Houston,35-44,Female,Mobile,Organic
U06139,2024-02-05,India,Hyderabad,35-44,Male,Tablet,Social
U06140,2023-08-10,USA,Chicago,35-44,Female,Mobile,Paid Ads
U06141,2023-07-26,USA,Houston,25-34,Other,Mobile,Paid Ads
U06142,2024-11-17,USA,San Antonio,35-44,Male,Mobile,Organic
U06143,2024-04-15,Canada,Montreal,35-44,Male,Desktop,Referral
U06144,2024-03-08,India,Hyderabad,18-24,Male,Desktop,Social
U06145,2023-04-08,Australia,Adelaide,25-34,Female,Desktop,Paid Ads
U06146,2022-04-08,Canada,Montreal,18-24,Male,Mobile,Paid Ads
U06147,2023-10-10,India,Bangalore,35-44,Female,Mobile,Paid Ads
U06148,2024-10-20,India,Delhi,35-44,Male,Desktop,Referral
U06149,2024-08-13,India,Chennai,25-34,Male,Desktop,Social
U06150,2024-04-16,India,Mumbai,35-44,Female,Mobile,Organic
U06151,2022-05-09,USA,San Antonio,35-44,Female,Mobile,Referral
U06152,2024-02-16,India,Hyderabad,45-60,Other,Mobile,Organic
U06153,2022-04-10,Australia,Sydney,18-24,Male,Desktop,Paid Ads
U06154,2024-07-03,India,Ahmedabad,25-34,Male,Desktop,Social
U06155,2024-03-23,India,Mumbai,35-44,Male,Mobile,Organic
U06156,2024-01-22,India,Ahmedabad,18-24,Female,Mobile,Referral
U06157,2024-08-25,India,Bangalore,25-34,Female,Mobile,Organic
U06158,2024-08-28,Canada,Vancouver,25-34,Female,Tablet,Paid Ads
U06159,2024-06-14,USA,Chicago,35-44,Other,Tablet,Organic
U06160,2024-07-13,India,Ahmedabad,25-34,Female,Mobile,Social
U06161,2022-10-04,Australia,Gold Coast,25-34,Male,Mobile,Organic
U06162,2024-11-04,Canada,Quebec City,25-34,Male,Mobile,Organic
U06163,2023-02-06,UK,Leeds,25-34,Male,Mobile,Organic
U06164,2024-05-24,Canada,Montreal,45-60,Female,Tablet,Paid Ads
U06165,2024-12-19,USA,San Antonio,25-34,Male,Mobile,Paid Ads
U06166,2024-07-11,USA,Chicago,25-34,Female,Desktop,Organic
U06167,2023-09-08,India,Bangalore,18-24,Male,Mobile,Organic
U06168,2023-01-14,India,Delhi,25-34,Male,Mobile,Organic
U06169,2024-03-08,USA,San Antonio,45-60,Male,Desktop,Social
U06170,2024-06-14,Australia,Adelaide,45-60,Female,Desktop,Organic
U06171,2024-07-23,USA,Philadelphia,25-34,Male,Desktop,Paid Ads
U06172,2023-06-07,Australia,Melbourne,18-24,Female,Desktop,Organic
U06173,2024-01-21,India,Hyderabad,25-34,Female,Mobile,Social
U06174,2024-04-18,UK,Sheffield,25-34,Other,Mobile,Organic
U06175,2023-06-12,USA,New York,35-44,Female,Desktop,Social
U06176,2022-08-14,UK,Liverpool,25-34,Female,Mobile,Social
U06177,2024-10-15,USA,Houston,35-44,Female,Mobile,Referral
U06178,2024-04-18,India,Delhi,35-44,Male,Desktop,Social
U06179,2024-07-12,India,Mumbai,25-34,Female,Desktop,Paid Ads
U06180,2024-11-10,Germany,Hamburg,35-44,Male,Desktop,Organic
U06181,2024-03-12,India,Mumbai,35-44,Male,Mobile,Organic
U06182,2024-08-08,USA,Philadelphia,25-34,Female,Desktop,Social
U06183,2022-01-27,USA,San Antonio,45-60,Male,Desktop,Paid Ads
U06184,2023-04-06,India,Delhi,35-44,Male,Desktop,Social
U06185,2024-08-24,Canada,Montreal,25-34,Male,Mobile,Paid Ads
U06186,2024-10-19,UK,Liverpool,45-60,Female,Mobile,Social
U06187,2024-04-01,Australia,Sydney,35-44,Male,Desktop,Social
U06188,2024-02-13,India,Delhi,25-34,Male,Desktop,Organic
U06189,2023-02-22,USA,Phoenix,25-34,Female,Mobile,Social
U06190,2024-04-16,Australia,Canberra,45-60,Male,Mobile,Organic
U06191,2022-04-18,Germany,Stuttgart,18-24,Female,Desktop,Social
U06192,2023-02-12,Germany,Stuttgart,25-34,Female,Desktop,Referral
U06193,2024-07-25,UK,Birmingham,25-34,Male,Mobile,Referral
U06194,2024-06-05,India,Mumbai,25-34,Female,Mobile,Organic
U06195,2024-11-21,India,Pune,35-44,Other,Desktop,Organic
U06196,2023-03-13,Canada,Edmonton,25-34,Female,Mobile,Social
U06197,2024-08-26,Canada,Vancouver,25-34,Male,Mobile,Social
U06198,2023-08-08,UK,Birmingham,45-60,Female,Mobile,Organic
U06199,2024-01-06,India,Hyderabad,35-44,Male,Mobile,Social
U06200,2024-03-03,USA,Los Angeles,45-60,Male,Desktop,Organic
U06201,2024-05-25,India,Pune,25-34,Female,Desktop,Paid Ads
U06202,2024-02-26,USA,Chicago,35-44,Male,Desktop,Social
U06203,2023-12-20,India,Chennai,35-44,Female,Desktop,Paid Ads
U06204,2024-12-26,Australia,Canberra,25-34,Male,Mobile,Organic
U06205,2022-05-04,India,Ahmedabad,35-44,Female,Mobile,Referral
U06206,2024-11-12,USA,Philadelphia,18-24,Male,Mobile,Paid Ads
U06207,2023-10-13,India,Delhi,25-34,Male,Desktop,Paid Ads
U06208,2023-03-02,UK,Birmingham,35-44,Male,Mobile,Organic
U06209,2024-09-19,USA,Los Angeles,25-34,Male,Mobile,Organic
U06210,2024-11-04,Australia,Melbourne,35-44,Male,Mobile,Organic
U06211,2022-01-23,India,Pune,18-24,Male,Desktop,Social
U06212,2023-04-13,India,Delhi,35-44,Female,Desktop,Social
U06213,2024-10-19,UK,London,25-34,Female,Mobile,Paid Ads
U06214,2023-06-08,India,Delhi,25-34,Male,Tablet,Social
U06215,2023-09-08,India,Hyderabad,25-34,Male,Desktop,Referral
U06216,2024-03-16,USA,Phoenix,25-34,Other,Mobile,Paid Ads
U06217,2023-03-26,UK,Birmingham,35-44,Female,Mobile,Paid Ads
U06218,2024-12-11,India,Chennai,35-44,Female,Mobile,Social
U06219,2024-05-18,India,Pune,25-34,Male,Desktop,Paid Ads
U06220,2024-07-04,Canada,Vancouver,25-34,Male,Mobile,Organic
U06221,2024-05-24,USA,Philadelphia,25-34,Male,Mobile,Social
U06222,2024-11-01,India,Pune,35-44,Female,Mobile,Social
U06223,2022-08-01,India,Hyderabad,25-34,Male,Tablet,Referral
U06224,2023-05-14,USA,Los Angeles,25-34,Female,Desktop,Paid Ads
U06225,2024-07-04,India,Delhi,25-34,Male,Mobile,Social
U06226,2023-06-11,Canada,Montreal,25-34,Male,Mobile,Social
U06227,2024-10-18,UK,Leeds,18-24,Male,Desktop,Organic
U06228,2024-02-16,USA,Chicago,18-24,Male,Desktop,Social
U06229,2023-03-17,Australia,Adelaide,25-34,Male,Desktop,Paid Ads
U06230,2024-11-24,India,Ahmedabad,18-24,Male,Desktop,Organic
U06231,2024-11-02,India,Mumbai,25-34,Female,Desktop,Social
U06232,2024-04-04,UK,Manchester,18-24,Female,Mobile,Organic
